Booking ID,Date,Time,Customer ID,Vehicle Type,Pickup Location,Drop Location,Payment Method,Request Hour,Traffic Level,Weather Condition,Booking Platform
"""CNR9800411""",2024-06-19,06:51:07,"""CID8657162""",Premier Sedan,Udyog Bhawan,Ashok Vihar,UPI,6,Low,Clear,App
"""CNR3995847""",2024-06-02,13:37:37,"""CID3381288""",Premier Sedan,Gurgaon Sector 56,Govindpuri,Cash,13,Low,Clear,App
"""CNR9844362"" ",2024-04-29,22:12:36,"""CID7979534""",Premier Sedan,Tughlakabad,Panipat,Cash,22,NA ,Clear,App
"""CNR5502338""",2024-11-15,17:13:33,"""CID5997716""",Premier Sedan,Yamuna Bank,India Gate,Cash,17,Medium,Rain,App
"""CNR5507617""",2024-12-03,20:25:36,"""CID7442117""",Premier Sedan,Greater Kailash,Golf Course Road,UPI,20,Medium,Fog,Web
"""CNR7565762""",2024-07-01,17:58:32,"""CID9699171""",Uber XL,Huda City Centre,Ghitorni Village,null,17,High,,App
"""CNR4279280"" ",12/04/2024,13:12,"""CID5149254""",Premier  Sedan,Gurgaon Sector 56,Vasant Kunj,UPI,13, High,Clear,Web
"""CNR6837608""",2024-07-22,14:37:25,"""CID2742082""",Premier Sedan,Dilshad Garden,Delhi Gate,UPI,14,High,Clear,App
"""CNR3674428""",2024-01-08,11:46:29,"""CID6269278""",Premier Sedan,Ghaziabad,Central Secretariat,Cash,11,Medium,Clear,App
"""CNR1102524""",2024-11-05,13:41:37,"""CID7138926""",Premier Sedan,Laxmi Nagar,Ghaziabad,Cash,13,High,Clear,App
"""CNR2107247""",2024-05-29,18:50:29,"""CID6777609""",Premier Sedan,Green Park,Jasola,Credit Card,18,High,Clear,App
"""CNR2926446""",2024-07-06,16:06:57,"""CID5382559""",Premier Sedan,Ambience Mall,Inderlok,null,16,Low,,Web
"""CNR3591062""",2024-04-25,07:49:43,"""CID4334870""",Premier Sedan,Pulbangash,Tagore Garden,null,7,High,,App
"""CNR2665440""",2024-06-29,08:39:29,"""CID4104852""",Premier Sedan,Govindpuri,Hero Honda Chowk,Debit Card,8,Medium,Rain,App
"""CNR4638331""",2024-01-09,11:42:13,"""CID9488294""",Premier Sedan,Sarai Kale Khan,Rohini,Cash,11,Medium,Clear,App
"""CNR5096975""",2024-11-25,20:04:39,"""CID7919358""",Uber XL,Sarojini Nagar,Vasant Kunj,null,20,High,,App
"""CNR3384882""",2024-10-31,05:08:21,"""CID5224056""",Premier Sedan,Jama Masjid,Seelampur,null,5,Low,,App
"""CNR2839403""",2024-01-07,17:31:35,"""CID2433083""",Premier Sedan,Sarojini Nagar,Paschim Vihar,UPI,17,High,Clear,Phone
"""CNR8486006"" ",15-Apr-2024,6:48 AM,"""CID5268599"" ", Premier Sedan,Golf Course Road,Bhikaji  Cama Place,,6,Medium,Clear,Web 
"""CNR9524042""",2024-12-16,15:38:44,"""CID9853896""",Premier Sedan,Delhi Gate,Uttam Nagar,Debit Card,15,Low,Fog,App
"""CNR6701003""",2024-08-07,10:07:19,"""CID4692334""",Premier Sedan,South Extension,Munirka,null,10,High,,App
"""CNR2555892""",2024-06-13,10:10:12,"""CID8356298""",Premier Sedan,Pulbangash,Okhla,UPI,10,High,Clear,App
"""CNR7922201"" ",04/06/2024,18:03," ""CID6353554""",Premier Sedan,RK Puram,Hauz Khas,,18,,Rain, App
"""CNR8243810""",2024-11-10,18:40:28,"""CID7103535""",Premier Sedan,Gwal Pahari,Ashok Vihar,Cash,18,High,Clear,App
"""CNR1597996""",2024-09-08,07:23:18,"""CID8301974""",Premier Sedan,Laxmi Nagar,Panchsheel Park,UPI,7,High,Storm,App
"""CNR8881208""",2024-09-16,15:51:37,"""CID4113527""",Premier Sedan,Kaushambi,New Delhi Railway Station,Credit Card,15,Low,Clear,App
"""CNR3715224""",2024-07-15,14:11:12,"""CID5556862""",Premier Sedan,Sonipat,Maidan Garhi,null,14,High,,App
"""CNR4857005""",2024-11-30,09:10:56,"""CID3973905""",Uber XL,Old Gurgaon,Ashram,Uber Wallet,9,Low,Rain,Phone
"""CNR5481505""",2024-12-23,17:13:36,"""CID5724139""",Premier Sedan,MG Road,Huda City Centre,null,17,High,,App
"""CNR5957754""",2024-06-24,06:22:40,"""CID5612604""",Uber XL,New Colony,Janakpuri,Debit Card,6,High,Rain,App
"""CNR2450040""",2024-04-24,22:46:33,"""CID8080282""",Premier  Sedan,Patel Chowk,Chanakyapuri, null,22,NA ,,App
"""CNR3919131""",2024-02-17,23:59:24,"""CID6613310""",Uber XL,Shahdara,Ashok Park Main,null,23,Low,,App
"""CNR9518040""",2024-07-17,02:11:58,"""CID6519222""",Premier Sedan,Shivaji Park,Saket A Block,Cash,2,Low,Clear,App
"""CNR8427791""",2024-07-27,19:16:43,"""CID5993424""",Premier Sedan,Shastri Park,Indraprastha,UPI,19,High,Storm,App
"""CNR6145204""",2024-03-07,12:39:28,"""CID9116360""",Uber XL,Maidan Garhi,Ardee City,UPI,12,High,Rain,App
"""CNR4827342""",2024-12-29,06:12:31,"""CID5952325""",Premier Sedan,Khandsa,Peeragarhi,Credit Card,6,Low,Clear,Phone
"""CNR1597693""",2024-11-19,09:45:01,"""CID4726880""",Premier Sedan,Ghaziabad,Hero Honda Chowk,Credit Card,9,Low,Rain,App
"""CNR3452212""",2024-09-18,16:06:28,"""CID2219457""",Premier Sedan,Sikanderpur,Nawada,UPI,16,Medium,Rain,App
"""CNR7353012""",2024-01-04,14:45:11,"""CID9535047""",Premier Sedan,Indraprastha,Sarojini Nagar,Uber Wallet,14,Medium,Clear,App
"""CNR2086914""",2024-07-10,20:15:33,"""CID5134924""",Premier Sedan,Panipat,Paschim Vihar,null,20,High,,Phone
"""CNR6993644""",2024-11-25,13:02:35,"""CID1694865""",Premier Sedan,Golf Course Road,Sikanderpur,null,13,High,,App
"""CNR8615997""",2024-04-30,11:26:38,"""CID5713119""",Premier Sedan,Chandni Chowk,Cyber Hub,Debit Card,11,Low,Rain,App
"""CNR1188088""",2024-08-11,20:14:17,"""CID6116601""",Premier Sedan,Rohini,Mandi House, NA,20,NA ,Clear,App
"""CNR8006170""",2024-06-25,11:14:17,"""CID9772674""",Premier Sedan,Saidulajab,Tagore Garden,null,11,Medium,,App
"""CNR5320775""",2024-11-17,21:31:08,"""CID5586870""",Premier Sedan,Lal Quila,Mehrauli,Debit Card,21,Low,Storm,Phone
"""CNR8487450""",2024-06-26,13:58:49,"""CID3641721""",Premier Sedan,Paschim Vihar,Subhash Chowk,Cash,13,Low,Rain,App
"""CNR9499857""",2024-11-15,05:55:04,"""CID9169014""",Premier Sedan,Dwarka Mor,IGI Airport,null,5,Low,,Web
"""CNR3929614""",2024-03-26,21:53:34,"""CID8918173""",Premier Sedan,Ghitorni,Okhla,Uber Wallet,21,Low,Rain,App
"""CNR3127130""",2024-01-09,07:16:04,"""CID7329738""",Premier Sedan,Sultanpur,Ramesh Nagar ,UPI,7, NA,Clear, App
"""CNR1162824""",2024-10-16,22:25:59,"""CID3998106""",Uber XL,IGI Airport,Basai Dhankot,null,22,Low,,App
"""CNR7863116""",2024-09-14,12:56:23,"""CID2647546""",Premier Sedan,Panchsheel Park,Kirti Nagar,Cash,12,Medium,Clear,Web
"""CNR6063752""",09/02/2024,15:35,"""CID2809942""",Uber XL,Vidhan Sabha,Okhla ,,15,High,Rain,Phone
"""CNR1222969""",11/19/2024,4:51 AM," ""CID7416094""", Premier Sedan,Keshav Puram,Saket ,UPI ,4,Low,Storm,Web 
"""CNR1592323""",2024-11-20,19:38:02,"""CID8109250""",Premier Sedan,Shastri Nagar,Noida Sector 62,Debit Card,19,High,Rain,App
"""CNR2603927""",2024-09-23,20:48:17,"""CID1322400""",Premier Sedan,Faridabad Sector 15,Jama Masjid,UPI,20,High,Fog,Phone
"""CNR7767942""",2024-06-06,18:34:44,"""CID3809043""",Premier Sedan,Bhikaji Cama Place,Akshardham,UPI,18,High,Clear,App
"""CNR4488063""",2024-11-09,22:50:03,"""CID8124033""",Premier Sedan,Central Secretariat,Netaji Subhash Place,Debit Card,22,Low,Clear,Web
"""CNR8594457""",2024-03-09,22:34:21,"""CID7663437""",Premier Sedan,Hauz Khas,Inderlok,UPI,22,Low,Rain,App
"""CNR9396226""",2024-11-09,20:59:42,"""CID7402623""",Premier Sedan,Udyog Vihar,Panipat,null,20,Medium,,App
"""CNR1790612""",2024-01-20,15:14:37,"""CID8096536""",Premier Sedan,Vasant Kunj,Chirag Delhi,UPI,15,High,Clear,App
"""CNR6567729""",2024-03-27,15:52:26,"""CID3501966""",Premier Sedan,Palam Vihar,Golf Course Road,UPI,15,Medium,Storm,App
"""CNR5435779""",2024-12-11,06:05:04,"""CID7329521""",Uber XL,Tis Hazari,Kashmere Gate ISBT,null,6,Low,,App
"""CNR6773593""",2024-01-29,18:16:45,"""CID1980999""",Premier Sedan,Kirti Nagar,Sikanderpur,null,18,High,,App
"""CNR3783448"" ",03/13/2024,10:06 AM,"""CID5651769"" ",Premier Sedan,Okhla ,Ghitorni Village,UPI ,10,,Rain,App 
"""CNR2090352""",2024-03-17,16:16:27,"""CID6169980"" ",Uber XL ,Mansarovar Park, Kadarpur,,16, NA, Clear,App 
"""CNR1492037""",12/28/2024,5:12 AM,"""CID9232387""",Uber XL,Ashok Vihar,Delhi Gate,,null,,,App 
"""CNR6867906""",2024-06-30,11:10:15,"""CID5297250""",Uber XL,Huda City Centre,Moolchand,null,11,Medium,,App
"""CNR5214908""",2024-08-22,21:54:35,"""CID9130830""",Premier Sedan,Karol Bagh,Gurgaon Sector 29,UPI,21,Medium,Clear,Phone
"""CNR9714739""",2024-06-02,15:52:47,"""CID3161923""",Premier Sedan,Noida Sector 18,New Colony,Cash,15,Medium,Clear,App
"""CNR9997492""",2024-09-15,09:58:25,"""CID8298205""",Premier Sedan,Hero Honda Chowk,Shahdara,UPI,9,Low,Clear,Phone
"""CNR5664018""",2024-10-25,05:54:17,"""CID8797710""",Premier Sedan,Sarojini Nagar,Vaishali,null,5,Low,,Phone
"""CNR3316870""",2024-03-14,19:22:21,"""CID3003376""",Uber XL,Punjabi Bagh,Vinobapuri,Uber Wallet,19,High,Clear,App
"""CNR3203843""",2024-10-02,12:05:36,"""CID7715565""",Premier Sedan,Khandsa,Nehru Place,Cash,12,Low,Clear,App
"""CNR7342661""",2024-07-06,10:38:00,"""CID3079715""",Premier Sedan,Arjangarh,Gurgaon Sector 56,Debit Card,10,Medium,Clear,Phone
"""CNR3734177""",2024-10-10,19:10:36,"""CID3296197""",Premier Sedan,Lajpat Nagar,DLF City Court,UPI,19,Low,Clear,Web
"""CNR2956292""",2024-07-25,16:09:44,"""CID2127149""",Premier Sedan,Pitampura,Rajiv Nagar,Cash,16,Low,Storm,App
"""CNR8147153""",2024-12-13,17:33:20,"""CID7910877""",Uber XL,Noida Film City,Ambience Mall,UPI,17,Low,Rain,Phone
"""CNR2603953""",2024-03-26,07:14:24,"""CID3503669""",Premier Sedan,Rajiv Nagar,Delhi Gate,Uber Wallet,7,High,Clear,App
"""CNR7338310""",2024-04-29,20:19:14,"""CID2613904""",Premier Sedan,IIT Delhi,Central Secretariat,Cash,20,Low,Clear,App
"""CNR9204527""",2024-07-13,09:39:02,"""CID3093655""",Premier Sedan,Green Park,Sohna Road,Cash,9,Low,Clear,Phone
"""CNR1097838""",2024-10-13,17:19:15,"""CID8115453""",Premier Sedan,Malviya Nagar,ITO,UPI,17,High,Rain,App
"""CNR8779572""",2024-06-25,08:22:59,"""CID6118923""",Premier Sedan,Rajiv Nagar,Yamuna Bank,null,8,Medium,,App
"""CNR6867620""",2024-05-31,13:49:42,"""CID5086385""",Premier Sedan,Barakhamba Road,Sonipat,UPI,13,High,Clear,App
"""CNR4717050""",2024-01-26,15:46:42,"""CID5834377""",Premier Sedan,Sadar Bazar Gurgaon,Botanical Garden,UPI,15,Medium,Storm,App
"""CNR4594253""",2024-10-24,16:56:10,"""CID4328753""",Uber XL,Aya Nagar,Faridabad Sector 15,Debit Card,16,Medium,Fog,Web
"""CNR4031806""",2024-05-08,12:27:35,"""CID1629445""",Premier Sedan,Kalkaji,Palam Vihar,Cash,12,High,Clear,App
"""CNR5525101""",2024-03-04,15:54:31,"""CID7950314""",Premier Sedan,Lal Quila,Kashmere Gate,null,15,Medium,,App
"""CNR7408484""",13-Jul-2024,7:00 PM,"""CID9335879""",Premier Sedan,Welcome,Kalkaji, UPI,7,,Clear,App
"""CNR5924773""",2024-07-26,19:33:50,"""CID9430950""",Uber XL,Kashmere Gate ISBT,Greater Noida,UPI,19,High,Rain,App
"""CNR7750759""",2024-10-06,19:58:34,"""CID1084852""", Premier Sedan,Tagore  Garden,Netaji Subhash Place,,19,,Clear, App
"""CNR9118992""",2024-12-04,13:54:00,"""CID7547755""",Premier Sedan,Botanical Garden,Badshahpur,UPI,13,High,Rain,App
"""CNR2012482""",2024-05-19,05:54:42,"""CID1909173""",Premier Sedan,Mandi House,Sikanderpur,Uber Wallet,5,Low,Clear,App
"""CNR5533517""",31-Jan-2024,2:22 AM,"""CID2474547""",Uber XL,Tilak Nagar,Moolchand,,2,NA ,Clear,Phone 
"""CNR6143295""",2024-02-24,14:40:20,"""CID3637176""",Uber XL,Meerut,Sarai Kale Khan,null,14,Medium,,Phone
"""CNR6342520""",2024-02-28,17:03:44,"""CID8459490""",Uber XL,Kalkaji,Civil Lines Gurgaon,Cash,17,High,Clear,App
"""CNR7191331""",2024-05-13,15:42:20,"""CID3931316""",Premier Sedan,Madipur,Sultanpur,null,15,High,,App
"""CNR8674956""",2024-11-01,09:42:40,"""CID7879694""",Premier Sedan,Rajiv Nagar,Malviya Nagar,UPI,9,Medium,Clear,App
"""CNR2614465""",2024-09-23,17:54:33,"""CID9798970""",Premier Sedan,Kaushambi,Kashmere Gate,Uber Wallet,17,Medium,Clear,App
"""CNR9800362""",2024-10-18,11:03:05,"""CID8009955""",Uber XL,Welcome,Gurgaon Sector 29,Cash,11,Low,Clear,App
"""CNR2550751""",2024-01-26,20:58:15,"""CID1504207""",Premier Sedan,Adarsh Nagar,Kalkaji,null,20,High,,App
"""CNR9508009""",2024-12-09,20:17:57,"""CID8973726""",Uber XL,Jasola,Jahangirpuri,null,20,High,,Web
"""CNR8002981""",2024-10-03,16:39:16,"""CID3916504""",Premier Sedan,Arjangarh,MG Road,null,16,Low,,App
"""CNR6162249""",2024-10-02,06:07:46,"""CID9578257""",Premier Sedan,Dwarka Sector 21,Subhash Nagar,null,6,Low,,Phone
"""CNR5970800""",2024-11-08,22:33:37,"""CID9777601""",Premier Sedan,Kashmere Gate ISBT,Jhilmil,UPI,22,Medium,Rain,Phone
"""CNR8282728""",2024-04-21,13:53:20,"""CID9193537""",Premier Sedan,Noida Extension,Kaushambi,null,13,High,,App
"""CNR1679284""",21-Oct-2024,4:10 AM,"""CID9556486"" ",Premier  Sedan,Ghitorni Village,Chanakyapuri,,16,,,App
"""CNR6713197""",2024-01-03,23:57:37,"""CID1283094""",Premier Sedan,Lajpat Nagar,Old Gurgaon,UPI,23,Low,Clear,App
"""CNR8925240""",2024-05-22,09:33:54,"""CID5902199""",Uber XL,Tughlakabad,GTB Nagar,Credit Card,9,High,Clear,Phone
"""CNR8799185""",2024-03-09,13:39:22,"""CID5772408""",Premier Sedan,Tis Hazari,IFFCO Chowk,Uber Wallet,13,High,Clear,App
"""CNR8153344""",2024-03-23,21:08:23,"""CID2303852""",Uber XL,Sarojini Nagar,Vaishali,UPI,21,Low,Clear,App
"""CNR8944970""",2024-04-10,12:57:49,"""CID6490239""",Uber XL,Jasola,Kherki Daula Toll,null,12,Low,,App
"""CNR4280700""",2024-03-23,17:06:14,"""CID3712751""",Premier Sedan,Chirag Delhi,Kanhaiya Nagar,UPI,17,Medium,Clear,App
"""CNR2684454""",2024-04-07,09:21:03,"""CID1324912""",Premier Sedan,Sadar Bazar Gurgaon,DLF City Court,Debit Card,9,High,Clear,Web
"""CNR4135901""",2024-11-26,20:01:53,"""CID9074780""",Premier Sedan,Subhash Chowk,Rithala,null,20,High,,App
"""CNR3320517""",2024-06-11,03:49:57,"""CID9453029""",Premier Sedan,IIT Delhi,Panipat,UPI,3,Low,Clear,App
"""CNR6994855""",2024-09-16,16:47:49,"""CID1473199""",Uber XL,Vatika Chowk,Rohini East,Debit Card,16,Medium,Clear,App
"""CNR7497483""",2024-08-15,14:37:01,"""CID2667298""",Premier Sedan,Samaypur Badli,Connaught Place,null,14,Medium,,App
"""CNR3117735""",10/23/2024,8:44 AM,"""CID4240625""",Premier Sedan,Maidan Garhi ,Jhilmil ,,N/A,,Clear ,App
"""CNR3809778""",2024-09-09,18:16:26,"""CID7954230""",Premier Sedan,Sadar Bazar Gurgaon,Connaught Place,Cash,18,High,Rain,App
"""CNR6343941""",2024-04-09,16:18:42,"""CID8442075""",Premier Sedan,Kirti Nagar,Bhiwadi,null,16,Low,,Phone
"""CNR7521887""",2024-12-05,10:05:49,"""CID4688624""",Premier Sedan,Jasola,Udyog Bhawan,Uber Wallet,10,Low,Rain,App
"""CNR6905245""",2024-06-10,19:32:23,"""CID2713626""",Uber XL,Shivaji Park,Ashram,Uber Wallet,19,High,Clear,Web
"""CNR9371762""",2024-07-07,02:18:32,"""CID2193929""",Premier Sedan,Patel Chowk,Saket,UPI,2,High,Storm,App
"""CNR3128814""",2024-05-11,18:27:27,"""CID9874545""",Premier Sedan,Delhi Gate,Udyog Vihar Phase 4,Cash,18,Medium,Clear,App
"""CNR4650968""",2024-04-28,21:53:52,"""CID2737766""",Premier Sedan,Mansarovar Park,Lajpat Nagar,UPI,21,Low,Clear,App
"""CNR6656048""",2024-05-29,09:15:30,"""CID3167155""",Premier Sedan,Central Secretariat,Dilshad Garden,null,9,High,,App
"""CNR2088005""",2024-01-22,09:51:52,"""CID1546864""",Premier Sedan,Green Park,Kherki Daula Toll,null,9,High,,App
"""CNR1358670""",03/15/2024,06:14,"""CID6314896"" ",Premier Sedan,Dilshad  Garden,Welcome, NA,6,Medium,Rain,Phone
"""CNR2695769""",07/01/2024,6:27 PM,"""CID9883279""",Uber XL,Tilak Nagar,Subhash Chowk,Uber Wallet ,N/A,Medium ,Clear,App
"""CNR9830794""",2024-08-26,13:48:25,"""CID2230611""",Premier Sedan,Munirka,Rajiv Chowk,UPI,13,Medium,Clear,App
"""CNR7078046""",10/02/2024,13:56,"""CID4643703""",Premier Sedan,Saidulajab,RK  Puram,null ,13,,NA ,Web 
"""CNR1835479""",2024-11-25,19:10:09,"""CID7839382""",Premier Sedan,Lal Quila,Noida Sector 62,Uber Wallet,19,Medium,Rain,App
"""CNR8902846""",2024-12-25,15:15:41,"""CID6971733""",Premier Sedan,Khan Market,Jama Masjid,Uber Wallet,15,Low,Rain,App
"""CNR5711312""",2024-08-27,07:03:07,"""CID6690127""",Premier Sedan,Kanhaiya Nagar,Rajiv Chowk,Credit Card,7,High,Clear,App
"""CNR7008924""",2024-04-26,22:39:28,"""CID7657095""",Premier Sedan,Laxmi Nagar,Vasant Kunj,UPI,22,Low,Clear,Phone
"""CNR7334443""",2024-08-10,11:52:44,"""CID4361752""",Premier Sedan,Rohini West,Okhla,UPI,11,High,Clear,App
"""CNR9157019""",2024-06-15,10:30:40,"""CID4540081""",Premier Sedan,Jor Bagh,Kaushambi,UPI,10,High,Rain,Web
"""CNR6944840""",2024-05-20,07:33:09,"""CID9703775""",Premier Sedan,Noida Sector 18, Saket,UPI,7,,Rain, App
"""CNR3187179""",01-Dec-2024,18:02,"""CID1704072""",Premier Sedan,Kirti Nagar, Shastri Park,UPI ,18,High,Clear, App
"""CNR1604954""",2024-11-20,20:33:34,"""CID2522972""",Uber XL,Kanhaiya Nagar,DLF Phase 3,Credit Card,20,Low,Clear,Phone
"""CNR1728346"" ",2024-11-28,15:38:49,"""CID3268577""",Premier Sedan,Green Park, Ghitorni,,15 ,High , NA,Web
"""CNR1494994""",2024-08-28,10:14:47,"""CID3456186""",Uber XL,Tilak Nagar,Civil Lines Gurgaon,UPI,10,High,Rain,App
"""CNR3240940""",2024-12-10,09:20:11,"""CID5476007""",Premier Sedan,Rithala,Karkarduma,null,9,Medium,,App
"""CNR7546208""",11/05/2024,5:37 PM," ""CID7227315""",Premier Sedan,Raj  Nagar Extension,Bhikaji Cama Place,NA ,5, NA,Clear, Web
"""CNR9894025""",2024-04-26,11:00:32,"""CID6322353""",Premier Sedan,AIIMS,Maidan Garhi,UPI,11,Low,Clear,App
"""CNR9928294""",2024-12-05,12:46:48,"""CID7629300""",Premier Sedan,Green Park,Barakhamba Road,Cash,12,High,Rain,App
"""CNR4971296""",03/20/2024,03:40,"""CID3335436""",Premier  Sedan,Mehrauli,Vaishali,,--,,Rain ,App
"""CNR6001653""",2024-12-21,14:04:25,"""CID8729713""",Premier Sedan,IGNOU Road,Gwal Pahari,null,14,High,,App
"""CNR9799430""",2024-11-06,09:18:47,"""CID4305483""",Premier Sedan,Ghaziabad,Green Park,Uber Wallet,9,High,Rain,App
"""CNR1232817""",2024-12-12,07:00:23,"""CID6471032""",Uber XL,Gurgaon Railway Station,Kaushambi,UPI,7,High,Rain,App
"""CNR3628635""",2024-06-27,20:04:03,"""CID4971395""",Uber XL,Greater Noida,Rajiv Nagar,Uber Wallet,20,Low,Clear,Web
"""CNR2658663""",2024-04-13,19:17:28,"""CID3686773""",Uber XL,India Gate,Kirti Nagar,Cash,19,High,Clear,App
"""CNR2679238""",2024-04-11,23:52:02,"""CID6303442""",Premier Sedan,Peeragarhi,Manesar,Uber Wallet,23,Low,Rain,App
"""CNR6835856""",2024-02-04,12:09:32,"""CID1685590""",Premier Sedan,Netaji Subhash Place,Kashmere Gate,null,12,High,,App
"""CNR8073479""",2024-11-30,20:15:26,"""CID9246928""",Premier Sedan,Panipat,Indirapuram,null,20,Medium,,App
"""CNR8344047""",2024-03-31,18:51:11,"""CID9326398""",Premier Sedan,Jasola,Gurgaon Sector 29,Uber Wallet,18,Medium,Rain,Phone
"""CNR4690523""",2024-06-30,19:53:33,"""CID5386482""",Premier Sedan,Gwal Pahari,Inderlok,UPI,19,Medium,Rain,Phone
"""CNR5695640""",2024-09-07,10:24:44,"""CID4368311""",Premier Sedan,Indirapuram,Gwal Pahari,UPI,10,Low,Clear,App
"""CNR9709835""",2024-06-04,07:22:35,"""CID2382726""",Premier Sedan,Munirka,Janakpuri,null,7,High,,App
"""CNR9074475""",2024-07-09,21:03:31,"""CID4267024""",Premier Sedan,Old Gurgaon,Rohini West,UPI,21,High,Clear,App
"""CNR4052845""",2024-09-20,08:29:59,"""CID3749367""",Uber XL,Jasola,Chandni Chowk,UPI,8,High,Clear,App
"""CNR6107798""",2024-01-02,08:14:23,"""CID1768303""",Premier Sedan,Rohini West,Badarpur,Debit Card,8,High,Clear,App
"""CNR8859414"" ",2024-05-14,10:04:34,"""CID7720846"" ",Premier  Sedan,Khandsa,Lajpat Nagar,,10,NA , NA,App
"""CNR7885482""",03/20/2024,10:31,"""CID2877935""", Premier Sedan,MG  Road,Sohna Road,,10,, NA,App
"""CNR6277387""",2024-11-02,12:10:56,"""CID6255284""",Uber XL,Narsinghpur,Netaji Subhash Place,UPI,12,Low,Clear,App
"""CNR6215965""",2024-11-17,23:50:19,"""CID7842814""",Premier Sedan,Indraprastha,Yamuna Bank,Debit Card,23,Medium,Rain,App
"""CNR2317496""",2024-08-10,15:47:18,"""CID3063967""",Uber XL,Karkarduma,Narsinghpur,UPI,15,Medium,Clear,Web
"""CNR1790432""",2024-02-08,19:48:01,"""CID2855360""",Uber XL,New Colony,Moolchand,Cash,19,Low,Rain,App
"""CNR4819412""",2024-09-20,23:02:04,"""CID9950442""",Premier Sedan,Ghitorni Village,Panchsheel Park,Cash,23,High,Clear,Phone
"""CNR8963248""",01/11/2024,20:45," ""CID4366376""",Premier Sedan,Saket,Chirag Delhi, NA,20,High,,App 
"""CNR2822863""",2024-05-25,19:12:36,"""CID2982494""",Premier Sedan,Sarai Kale Khan,Bhiwadi,UPI,19,Low,Clear,Web
"""CNR2193356""",2024-12-16,10:40:16,"""CID7431006""",Premier Sedan,Preet Vihar,Mandi House,UPI,10,Medium,Clear,Phone
"""CNR9047479""",2024-04-18,18:37:35,"""CID2974029""",Premier Sedan,Pataudi Chowk,Badarpur,Cash,18,High,Clear,App
"""CNR8267098""",2024-10-17,03:04:30,"""CID8520366""",Premier Sedan,New Colony,Lok Kalyan Marg,Debit Card,3,High,Rain,App
"""CNR7331098""",2024-06-06,13:23:34,"""CID4931417""",Premier Sedan,RK Puram,Noida Film City,UPI,13,Low,Clear,Web
"""CNR7440684""",2024-08-01,11:13:53,"""CID8802844""",Premier Sedan,ITO,INA Market,UPI,11,Medium,Clear,Web
"""CNR5474626""",2024-04-26,08:42:18,"""CID8569179""",Uber XL,Rohini East,Paharganj,UPI,8,High,Clear,App
"""CNR5099976""",2024-11-30,12:56:03,"""CID6551346""",Premier Sedan,Civil Lines Gurgaon,Greater Kailash,null,12,Medium,,App
"""CNR6014067""",2024-05-18,08:43:05,"""CID5851231""",Premier Sedan,Welcome,Palam Vihar,Uber Wallet,8,High,Clear,App
"""CNR9361251""",2024-04-20,13:49:03,"""CID8623776""",Premier Sedan,Mayur Vihar,Vatika Chowk,UPI,13,High,Clear,App
"""CNR4496624""",2024-08-05,11:55:20,"""CID1629190""",Premier Sedan,GTB Nagar,Keshav Puram,null,11,Medium,,App
"""CNR9985835""",2024-02-26,16:40:42,"""CID9141487""",Premier Sedan,Rohini,Bhikaji Cama Place,null,16,Low,,App
"""CNR8258302""",06/01/2024,14:59,"""CID1758973""",Premier Sedan ,Karol Bagh,Mehrauli,null,14,Low ,NA ,App
"""CNR1918802""",2024-08-18,20:12:32,"""CID4508572""",Uber XL,Moolchand,Shastri Nagar,Cash,20,High,Clear,Phone
"""CNR6846101""",2024-12-13,18:09:01,"""CID6988393""",Premier Sedan,MG Road,Lok Kalyan Marg,UPI,18,High,Clear,App
"""CNR3477823""",2024-04-07,16:38:09,"""CID7855499""",Uber XL,Meerut,Janakpuri,Credit Card,16,High,Clear,App
"""CNR1444912""",2024-08-02,15:05:22,"""CID1061125""",Uber XL,Vinobapuri,DLF Phase 3,null,15,Medium,,App
"""CNR5932746""",2024-05-20,19:21:08,"""CID1454800""",Uber XL,Rajiv Nagar,Saket,Credit Card,19,Medium,Rain,App
"""CNR6004939""",2024-10-25,07:52:52,"""CID1970468""",Premier Sedan,IIT Delhi,Satguru Ram Singh Marg,,,Low,Storm ,Web
"""CNR4726951""",2024-11-10,11:48:51,"""CID4987192""",Premier Sedan,IMT Manesar,Ambience Mall,Uber Wallet,11,Medium,Clear,App
"""CNR4943150""",2024-08-18,12:45:04,"""CID4695839""",Uber XL,Tagore Garden,Mayur Vihar,Credit Card,12,Low,Clear,App
"""CNR3155777""",2024-07-17,19:53:02,"""CID8019706""",Uber XL,Sarai Kale Khan,Vishwavidyalaya,Debit Card,19,Medium,Storm,App
"""CNR9743220""",2024-06-10,10:39:56,"""CID7709488""",Uber XL,Bhikaji Cama Place,Vidhan Sabha,null,10,High,,App
"""CNR9501555""",2024-06-05,13:41:35,"""CID7298659""",Premier Sedan,Chhatarpur,Botanical Garden,UPI,13,Medium,Clear,Phone
"""CNR6915242""",2024-10-29,21:12:52,"""CID3167081""",Uber XL,Jasola,Udyog Bhawan,null,21,Medium,,Phone
"""CNR8272922""",2024-05-21,13:28:18,"""CID8272456""",Premier Sedan,DLF Phase 3,Vaishali,UPI,13,Medium,Clear,Web
"""CNR2668312""",2024-05-06,10:12:25,"""CID4866029""",Premier Sedan,Hero Honda Chowk,South Extension,Uber Wallet,10,Medium,Clear,App
"""CNR1230621""",2024-07-22,18:45:48,"""CID1956397""",Premier Sedan,RK Puram,Chhatarpur,null,18,High,,App
