Booking ID,Booking Status,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
" ""CNR1390847""",Completed ,14.2,20.9,-1,null ,null ,null,-1,null, 427,22.06 ,-3.9,-4.3
"""CNR2949013""",Incomplete,7.7,14.5,null,null,null,null,1,Customer Demand,653,7.49,null,null
"""CNR1387730""",Completed,7.1,20.5,null,null,null,null,null,null,129,31.97,3.8,4.2
"""CNR3261034""",Cancelled by Driver,3.7,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR3964967""",Cancelled by Driver,9.1,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR7274023""",Completed,5.8,18.0,null,null,null,null,null,null,996,18.71,3.2,4.2
"""CNR7261404""",Completed,11.4,41.7,null,null,null,null,null,null,945,7.92,4.5,4.6
"""CNR6985148""",Completed,8.3,22.0,null,null,null,null,null,null,911,13.17,4.7,4.5
"""CNR5538556""",Completed,13.8,17.9,null,null,null,null,null,null,660,36.5,4.3,4.3
"""CNR4245380""",Completed,11.9,18.9,null,null,null,null,null,null,919,12.9,4.9,3.2
"""CNR1493272""",Completed,7.4,29.5,null,null,null,null,null,null,278,27.74,4.1,4.2
" ""CNR4393364""",Completed,5.0,-22.4,-1,null ,-1,,-1,null,-196, 26.58,4.1 ,4.3
"""CNR3147718""",Cancelled by Driver,11.3,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR8216119""",Cancelled by Driver,3.4,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR7349292""",Cancelled by Customer,15.8,null,1,AC is not working,null,null,null,null,null,null,null,null
"""CNR1211442""",Cancelled by Driver,10.5,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR6479507""",Cancelled by Driver,11.9,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR7897755""",Completed,12.6,44.4,-1,null,null,null,-1,null,-86,-120.04,-3.4,-4.8
"""CNR9683605""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR5760079""",Completed,6.1,null ,1,AC is not working,null ,,null,null, null,56.34,null ,null
"""CNR6023470""",Completed,3.9,25.6,null,null,null,null,null,null,316,3.72,3.4,4.3
" ""CNR1681473""", Completed,-11.3,24.8,null ,null ,null,NA ,null,null, 686,-88.67,-4.2,4.6 
"""CNR7761465""",Cancelled by Driver,11.2,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR3845093""",Completed,12.2,30.9,null,null,null,null,null,null,1525,6.92,4.0,3.8
"""CNR6646856""",Cancelled by Customer,18.6,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null
"""CNR4602888""",Completed,9.8,27.4,null,null,null,null,null,null,257,48.23,3.7,4.3
"""CNR4950252""",Cancelled by Driver,10.5,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR1675354""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR3913916""",Completed,3.4, 17.3,1,null ,null,null,null, null,478 ,134.39,4.3,4.4
"""CNR9125485""",Cancelled by Driver,11.4,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR7500084""",Cancelled by Customer,8.3,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR4883383""",Completed,3.2,16.1,null,null,null,null,null,null,404,18.05,4.2,4.5
"""CNR7687273""",Cancelled by Driver,6.7,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR4324411""",Cancelled by Driver,4.5,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR5120844""",Cancelled by Customer,19.4,null,1,AC is not working,null,null,null,null,null,null,null,null
"""CNR3997572""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR9456552""",Completed,14.4,30.6,null,null,null,null,null,null,270,30.57,4.1,4.5
"""CNR4265602""",Completed,5.8,43.8,null,null,null,null,null,null,105,15.72,4.6,4.5
"""CNR9108263""",Completed,12.7,21.6,null,null,null,null,null,null,903,22.63,3.0,4.6
"""CNR4987649"" ",Completed,20,38.8,null,null ,null, null,null ,null,79,0,4.1,4.0 
"""CNR8612999""",Completed,7.0,23.2,null,null,null,null,null,null,1064,8.01,3.7,4.4
"""CNR7147586""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR7686840""",Completed,3.4,24.2,null,null,null,null,null,null,901,8.66,4.1,4.9
"""CNR4322302""",Completed,8.0,33.6,null,null,null,null,null,null,99,40.43,3.7,4.9
"""CNR6002495""",Cancelled by Driver,5.2,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR2281056""",Completed,9.6,24.1,null,null,null,null,null,null,186,34.72,4.7,4.4
"""CNR1172224""",Completed,13.1,30.8,null,null,null,null,null,null,60,30.48,4.3,4.9
"""CNR1027596""",Cancelled by Driver,20,null,null,null ,1,More than permitted people in there,null,null,null ,0,null, null
"""CNR2494250""",Completed,11.9,41.5,null,null,null,null,null,null,289,28.98,4.3,4.3
"""CNR2050373""",Completed,9.3,20.1,null,null,null,null,null,null,521,32.82,4.4,4.9
"""CNR1814683""",Cancelled by Customer,18.7,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null
"""CNR5300578""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR2010820""",Cancelled by Customer ,10.0,null,1,Driver  asked to cancel,null,NA , null,null,null,null ,null,null
"""CNR9481495""",Cancelled by Customer,13.5,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR9918194""",Cancelled by Driver,6.3,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR3769621""",Cancelled by Driver,7.5,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR4872276""",Cancelled by Driver,9.8,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR7283843""",Completed,4.6,41.4,null,null,null,null,null,null,631,9.41,3.7,4.7
"""CNR3028125""",Completed,12.0,38.3,null,null,null,null,null,null,475,12.5,4.9,4.5
"""CNR9871150""",Completed,12.4,30.7,null,null,null,null,null,null,261,5.49,3.8,4.6
"""CNR1072775""",Incomplete,8.8,21.5,null,null,null,null,1,Customer Demand,743,6.32,null,null
"""CNR4877137""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR9543994""",Completed,14.5,44.0,null,null,null,null,null,null,83,19.47,4.5,4.9
"""CNR8191471""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR1241443""",Cancelled by Driver,11.1,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR7529445""",Completed,7.0,22.2,null,null,null,null,null,null,65,2.89,4.5,4.8
"""CNR8398609""",Incomplete,9.4,17.7,null,null,null,null,1,Other Issue,104,13.41,null,null
"""CNR2954891""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR8356352""",Completed,9.3,28.5,null,null,null,null,null,null,669,40.16,4.3,4.4
"""CNR3294514""",Cancelled by Customer,5.4,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR9231992""",Completed,8.0,42.1,null,null,null,null,null,null,380,21.22,4.3,4.5
"""CNR1377674""",Cancelled by Customer,15.9,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR2967184""",Completed,7.9,34.4,null,null,null,null,null,null,388,3.5,4.8,3.9
"""CNR6771322""",Completed,8.5,37.4,null,null,null,null,null,null,1499,4.25,4.6,4.5
"""CNR7460055""",Cancelled by Driver,5.5,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR1124216""",Completed,2.3,39.5,null,null,null,null,null,null,382,24.89,4.2,4.2
"""CNR9433158""",Completed,7.8,23.8,null,null,null,null,null,null,168,11.54,4.3,4.2
"""CNR7375847""",Completed,7.3,44.3,null,null,null,null,null,null,937,24.36,4.1,4.9
"""CNR3627602""",Completed,13.3,17.7,null,null,null,null,null,null,3060,22.05,4.3,4.5
"""CNR3442912""",Completed,11.7,30.0,null,null,null,null,null,null,326,46.16,4.0,4.1
"""CNR2424047""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR5218527""",Cancelled by Customer,19.0,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR6560418""",Completed,7.9,37.1,null,null,null,null,null,null,302,5.95,4.9,4.3
"""CNR6013633""",Cancelled by Customer,7.8,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null
"""CNR6508605""",Cancelled by Driver,5.4,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR3599603""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR6196117""",Completed,12.8,35.2,null,null,null,null,null,null,259,38.05,3.7,3.9
"""CNR6009368""",Cancelled by Driver,6.2,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR1613244""",Cancelled by Driver,7.7,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR1843007""",Completed,11.7,33.3,null,null,null,null,null,null,578,49.89,4.7,4.9
"""CNR6778086""",Completed ,4.8 ,-32.1,-1,null, null,null,null, null,557 ,12.5,4.4,-4.3
"""CNR9494052""",Cancelled by Customer,7.6,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null
"""CNR1281546""",Completed,14.0,37.9,null,null,null,null,null,null,136,41.68,4.6,4.2
"""CNR7118106""",Completed,11.0,25.8,null,null,null,null,null,null,84,40.31,5.0,4.6
"""CNR1556345""",Completed,6.9,17.3,null,null,null,null,null,null,256,48.36,4.6,4.3
"""CNR9042380""",Completed,8.3,45.0,null,null,null,null,null,null,904,19.79,4.6,3.3
"""CNR9940273""",Cancelled by Customer,11.1,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR9449105""",Cancelled by Driver,4.3,null,-1,null,1,NA ,null ,null,NaN,93.88,null,-1
"""CNR3105895""",Completed,3.6,23.6,null,null,null,null,null,null,205,10.6,4.9,4.8
"""CNR8786461""",Completed,4.7,18.4,null,null,null,null,null,null,314,2.31,4.4,4.1
"""CNR3181886""",Cancelled by Customer,15.2,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null
" ""CNR3696866""",Completed,4.1 ,42.8, null,null ,null ,null,null ,null,376 ,17.73,4.5,4.5 
"""CNR2978054""",Completed,12.3,43.3,null,null,null,null,null,null,216,42.0,4.8,4.6
"""CNR9380274""",Completed,5.1,43.5,null,null,null,null,null,null,904,19.7,4.4,5.0
"""CNR3975960""",Completed, 11.4,41.6 ,null,null,null,,null,null,NaN,30.86,4.2 ,4.6
"""CNR1964371""",Cancelled by Driver,5.6,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR4573047""",Completed,9.7,44.8,null,null,null,null,null,null,374,10.76,4.6,4.9
"""CNR7287773""",Completed,5.5,29.6,null,null,null,null,null,null,418,11.77,3.2,4.6
"""CNR5690800""",Completed,11.3,33.6,null,null,null,null,null,null,289,11.3,3.7,4.6
"""CNR5904680""",Cancelled by Customer,14.7,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR9926598""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR8660533""",Completed,3.5,28.9,null,null,null,null,null,null,2088,29.09,4.4,5.0
"""CNR8503946""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR5511686"" ",Completed,13.7 ,44.9 ,null,null,null,null,null,null, 532,22.88, 4.2,4.4
"""CNR4923028""",Cancelled by Driver,11.3,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR1605575""",Completed,8.9,35.3,null,null,null,null,null,null,298,16.3,4.1,4.6
"""CNR6102223""",Completed,8.0,20.3,null,null,null,null,null,null,953,6.71,4.6,4.2
"""CNR7026612""",Completed,6.4,28.4,null,null,null,null,null,null,180,31.45,4.7,4.4
"""CNR9239083"" ",Completed ,5.3,17.3 ,null,null ,null ,null ,null, null,100,29.29,4.2,5.0
"""CNR7602398""",Incomplete,8.4,12.2,null,null,null,null,1,Other Issue,344,2.46,null,null
"""CNR4298378""",Incomplete,8.4,17.0,null,null,null,null,1,Vehicle Breakdown,1292,14.86,null,null
"""CNR8970370""",Completed,13.4,39.7,null,null,null,null,null,null,496,6.55,4.2,4.9
"""CNR2930970""",Completed,7.0,40.8,null,null,null,null,null,null,359,7.8,4.3,4.6
"""CNR6178406""",Completed,9.6,29.5,null,null,null,null,null,null,1510,39.45,3.3,4.7
"""CNR7791278""",Completed,13.6,21.8,null,null,null,null,null,null,349,25.03,4.6,4.4
"""CNR3876200"" ",Incomplete,20,28.4,-1,null,null,null,1,Customer Demand,NaN,0,-1,-1
"""CNR1918339""",Cancelled by Driver,4.8,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR9029136""",Cancelled by Driver,7.8,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR9839754""",Cancelled by Customer,5.9,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR9288850""",Completed,11.0,24.9,null,null,null,null,null,null,432,49.19,4.1,4.4
"""CNR7211974""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR6757652""",Completed,12.2,37.2,null,null,null,null,null,null,302,38.21,4.3,4.2
"""CNR7196319""",Completed,2.6,40.1,null,null,null,null,null,null,915,45.78,4.3,4.5
"""CNR9530493""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR4893819""",Completed,7.2,17.7,null,null,null,null,null,null,1699,24.11,4.6,4.3
"""CNR9050521""",Cancelled by Driver,5.2,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR6358188""",Completed,5.7,41.3,null,null,null,null,null,null,1241,16.48,4.6,4.1
"""CNR4639830""",Completed,11.2,43.1,null,null,null,null,null,null,409,34.09,4.0,4.3
"""CNR8605539""",Incomplete,9.0,17.3,null,null,null,null,1,Vehicle Breakdown,199,14.13,null,null
"""CNR3788627""",Completed,9.4,35.7,null,null,null,null,null,null,999,15.85,4.8,4.9
"""CNR1501539""",Completed,9.8,23.4,null,null,null,null,null,null,1361,14.17,4.4,5.0
"""CNR5979215""",Completed,3.6,19.4,null,null,null,null,null,null,526,47.54,4.4,4.4
"""CNR2048032""",Cancelled by Driver,7.8,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR8035846""",Completed,-3.9,26.3,null,null,null,null,null , null,486,-106.71,-4.5,-4.3
"""CNR4353650""",Completed,6.8,41.4,null,null,null,null,null,null,96,14.77,4.8,3.8
"""CNR5493624""",Completed,7.3,20.0,null,null,null,null,null,null,592,26.01,4.1,5.0
"""CNR9004003"" ",Completed, 8.9,36.8, null,null,null,null,null ,null,NaN,13.79,4.4,4.5
"""CNR4971588""",Incomplete,7.7,25.1,null,null,null,null,1,Customer Demand,167,3.1,null,null
"""CNR9905210""",Completed,2.2,36.3,null,null,null,null,null,null,884,47.69,3.8,4.6
"""CNR8288877""",Completed,6.2,15.8,null,null,null,null,null,null,52,11.89,4.2,4.4
"""CNR2827958""",Completed,8.0,34.3,null,null,null,null,null,null,557,47.42,4.1,4.7
"""CNR4222221""",Cancelled by Customer,14.7,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR3769013""",Cancelled by Driver,6.7,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR5809706""",Cancelled by Driver,4.0,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR4668147""",Completed,2.5,42.7,null,null,null,null,null,null,818,4.37,3.8,4.6
"""CNR8815856""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR4479112""",Completed,5.5,16.1,null,null,null,null,null,null,397,48.21,4.3,4.6
"""CNR8687134""",Cancelled by Driver,6.7,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR5892063""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR5107347""",Completed,4.8,41.2,null,null,null,null,null,null,458,14.56,4.1,4.3
"""CNR7849170""",Cancelled by Driver,4.5,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR9987545""",Completed,12.8,39.9,null,null,null,null,null,null,384,42.95,4.8,4.1
"""CNR8605350""",Cancelled by Driver,3.6,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR3803520""",Completed,3.5,30.3,null,null,null,null,null,null,989,8.91,4.1,4.4
"""CNR5644650""",Cancelled by Driver,9.2,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR4250618"" ",Completed,20,28.2,-1,null,null,null ,null,null,-698,0,-4.2, 4.6
"""CNR8044510""",Completed,8.3,20.5,null,null,null,null,null,null,527,41.72,4.5,4.8
"""CNR2101509""",Completed,9.7,45.0,null,null ,null,null,null,null,325 ,25.65 ,4.3,4.9
"""CNR2055594""",Completed ,10.2, 39.8,null,null , null,null ,null,null,131,44.14,4.4 ,4.3 
"""CNR6639702""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR6906339""",Completed,4.5,40.4,null,null,null,null,null,null,831,36.29,4.8,4.9
"""CNR7822201""",Incomplete,7.4,16.9,null,null,null,null,1,Vehicle Breakdown,221,12.92,null,null
"""CNR4017036""",Completed,13.6,23.2,null,null,null,null,null,null,89,36.44,4.3,4.9
"""CNR1294683""",Completed,4.3 ,17.0 ,null,null,null,,null ,null,173,134.9, 4.1,4.2
"""CNR3721975""", Completed,13.8 ,38.3,-1,null,null, NA,-1,null,NaN,-39.24,3.9 ,4.5
"""CNR9279729""",Completed,3.5,40.6,null,null,null,null,null,null,804,35.38,3.8,3.0
"""CNR8376369""",Completed,10.8,16.9,null,null,null,null,null,null,78,6.87,4.6,5.0
"""CNR1138904""",Cancelled by Driver,5.5,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR4536658""",Cancelled by Driver,10.9,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR5467271""",Completed,5.7,24.5,null,null,null,null,null,null,278,28.06,4.5,4.2
"""CNR7618048""",Completed,7.8,24.9,null,null,null,null,null,null,770,31.57,4.6,4.6
"""CNR4169718"" ",No  Driver Found,,null,-1, null,-1,null,null , null,null,0,-1,-1
"""CNR4243860""",Completed,13.4,21.6,null,null,null,null,null,null,101,48.6,4.1,4.3
"""CNR7708802""",Cancelled by Customer,7.4,null,1,Change of plans,null,null,null,null,null,null,null,null
"""CNR3501655""",Completed,3.3,38.1,null,null,null,null,null,null,828,44.41,3.3,4.9
"""CNR7630713""",Incomplete,8.5,11.0,null,null,null,null,1,Vehicle Breakdown,382,8.86,null,null
"""CNR2878767""",Cancelled by Customer,12.4,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null
"""CNR5489309""",Completed,7.0,28.8,null,null,null,null,null,null,506,27.88,4.2,4.2
" ""CNR9759686""",Completed ,20,34.2,null, null,null ,NA ,null ,null,1100 ,0,4.2,3.2
"""CNR3318190""",Cancelled by Driver,11.5,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR5042191""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR4223643""",Incomplete,4.0,15.0,null,null,null,null,1,Customer Demand,113,8.52,null,null
"""CNR6488190""",Completed,11.3,36.4,null,null,null,null,null,null,1446,16.7,4.6,4.5
"""CNR1072275""",Cancelled by Customer,19.4,null,1,Change of plans,null,null,null,null,null,null,null,null
"""CNR2684029""",Cancelled by Customer,12.6,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null
"""CNR2254451""",Completed,6.1,27.1,null,null,null,null,null,null,326,25.97,3.8,4.6
"""CNR6264884""",Completed,9.6,17.4,null,null,null,null,null,null,669,47.26,4.1,3.8
"""CNR8865746""",Incomplete,2.4,11.0,null,null,null,null,1,Other Issue,61,2.94,null,null
"""CNR6708175""",Cancelled by Customer,14.0,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR5640180""",Completed,3.6,17.9,null,null,null,null,null,null,681,41.76,4.3,4.9
"""CNR6497912""",Completed,8.3,24.3,null,null,null,null,null,null,836,6.39,4.3,4.3
"""CNR6095907""",Completed,5.8,19.9,null,null,null,null,null,null,856,25.09,4.6,4.1
"""CNR4048218""",Cancelled by Driver,11.7,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR8069540""",Completed,4.1,20.8,null,null,null,null,null,null,867,13.12,4.3,4.8
"""CNR7418362""",Completed,10.2,31.5,null,null,null,null,null,null,242,14.55,4.3,4.2
"""CNR7492484""",Completed,9.5,-16.6,1,null,-1,null,-1,null,-169,-49.55,-3.6,4.4
"""CNR7566989""",Cancelled by Driver,11.0,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR2955065""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR6113735""",Completed,13.0,31.3,null,null,null,null,null,null,851,15.86,4.7,4.7
"""CNR5912788""",Incomplete,7.8,10.9,null,null,null,null,1,Vehicle Breakdown,373,15.83,null,null
"""CNR3089889""",Cancelled by Driver,3.3,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR8590235""",Completed,5.1,43.4,null,null,null,null,null,null,663,39.12,4.4,4.9
"""CNR5255260""",Cancelled by Driver,6.6,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR8541737""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR2974152""",Incomplete,3.2,29.0,null,null,null,null,1,Vehicle Breakdown,894,7.19,null,null
"""CNR1390383""",Completed,13.9,32.3,null,null,null,null,null,null,450,9.8,4.3,4.2
"""CNR2063478""",Completed,3.5,29.2,null,null,null,null,null,null,75,34.51,3.4,4.5
"""CNR3190318""",Completed,12.7,28.6,null,null,null,null,null,null,672,37.54,4.4,4.9
"""CNR9207475""",Cancelled by Customer,10.4 ,null,1 ,Change of plans,null,null,null,null,null,null,null , null
"""CNR2197116""",Completed,11.1,20.7,null,null,null,null,null,null,993,17.99,4.5,3.3
"""CNR8409762""",Cancelled  by Driver,20,null,null ,null ,1,Personal & Car related issues,null ,null , null,0,null , null
"""CNR9746572"" ",Incomplete,20,14.2,null,null,null , null,1,Customer Demand,206,0,null,null
"""CNR7396243""",Completed,10.7,28.5,null,null,null,null,null,null,625,14.55,4.5,4.6
"""CNR3720960""",Completed,9.1,40.1,null,null,null,null,null,null,414,9.01,4.2,3.1
"""CNR5919424""",Completed,12.0,34.2,null,null,null,null,null,null,702,34.62,4.9,4.6
"""CNR5488225""",Incomplete,4.0,24.7,null,null,null,null,1,Customer Demand,383,6.0,null,null
"""CNR6003048""",Incomplete,4.6,11.4,null,null,null,null,1,Other Issue,594,10.31,null,null
"""CNR3539193""",Completed,10.7,40.7,null,null,null,null,null,null,1068,14.83,4.1,4.9
"""CNR4964807""",Completed,7.9,39.9,null,null,null,null,null,null,432,45.61,4.6,4.5
"""CNR4457928""",Completed,14.2,26.6,null,null,null,null,null,null,285,6.99,4.4,3.7
"""CNR9749382""",Completed ,12.3 ,-26.2,null,null,-1,, null,null,-241,-47.33,3.6 ,4.9 
"""CNR7485174""",Completed,20,24.1 ,null,null,null, NA,null, null,1652 ,0,-4.1,4.1 
"""CNR4821483""",Completed,2.3,29.8,null,null,null,null,null,null,448,29.05,4.5,4.3
"""CNR6417966""",Completed,10.8,45.0,null,null,null,null,null,null,240,48.7,3.8,4.5
"""CNR5047082""",Completed,10.0,41.7,null,null,null,null,null,null,278,45.15,4.6,4.4
"""CNR1237897""",Completed,10.1,37.3,null,null,null,null,null,null,171,17.23,4.4,4.7
" ""CNR7407782""",Cancelled  by Customer,20,null,1 ,AC  is not working,null ,,null, null,null ,0,null , null
"""CNR5997123""",Completed,13.9,39.3,null,null,null,null,null,null,575,48.62,4.7,4.9
"""CNR5433632""",Cancelled by Driver,5.7,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR6614520""",Completed,12.2,15.7,null,null,null,null,null,null,484,33.05,4.3,4.6
"""CNR7404266""",Completed,11.7,29.4,null,null,null,null,null,null,430,44.45,4.2,4.6
"""CNR8595495""",Completed ,11.3,16.1, null,null, null,null, null,null , 490, 37.29,4.1,4.2 
"""CNR1520120""",Completed,9.8,20.0,null,null,null,null,null,null,122,6.69,4.7,4.1
"""CNR1596290""",Completed,8.7,27.8,null,null,null,null,null,null,469,10.01,4.3,4.9
"""CNR3719240""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR8532748""",Completed,9.1,35.9,null,null,null,null,null,null,181,17.64,4.5,5.0
"""CNR3930785""",No Driver Found,-1,-1,null ,null ,-1, null,-1,null,-1,-1,-1,-1
"""CNR4137812""",Completed,13.0,42.2,null,null,null,null,null,null,169,41.19,4.2,3.8
"""CNR9851797""",Completed,6.4,19.1,null,null,null,null,null,null,243,45.47,4.3,4.2
"""CNR8679172""",Completed,7.9,15.1,null,null,null,null,null,null,1038,22.73,4.6,4.3
"""CNR9110188""",Completed,11.7,33.8,null,null,null,null,null,null,323,24.71,4.6,4.9
"""CNR1758457""",Completed,20,41.2 ,null , null, null,null,null,null,NaN,0,3.4,4.9
"""CNR6185516""",Cancelled by Customer,9.3,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR7969163""",Completed,5.5,29.3,null,null,null,null,null,null,776,28.58,4.6,4.7
"""CNR4313243""",Completed,11.6,34.5,null,null,null,null,null,null,400,44.08,4.9,3.8
"""CNR9585261""",Completed,13.6,40.8,null,null,null,null,null,null,70,20.98,4.2,4.1
"""CNR8017122""",Completed,13.4,39.3,null,null,null,null,null,null,789,13.37,4.3,4.0
"""CNR6555378""",Incomplete,8.1,25.9,null,null,null,null,1,Customer Demand,885,8.43,null,null
"""CNR9453339""",Completed,4.2,22.5,null,null,null,null,null,null,912,15.19,4.3,4.9
"""CNR6634424""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR4328942""",Cancelled by Driver,10.4,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR8190049""",Cancelled by Customer,12.4,null,1,AC is not working,null,null,null,null,null,null,null,null
"""CNR8344964""",Completed,6.8,28.5,null,null,null,null,null,null,827,10.63,4.2,4.5
"""CNR5713549""",Incomplete,8.5,28.8,null,null,null,null,1,Customer Demand,243,5.19,null,null
"""CNR6327010""",Cancelled by Customer,19.4,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR9897416""",Completed,6.0,42.9,null,null,null,null,null,null,829,3.05,4.2,3.9
"""CNR7002858""",Cancelled by Customer,20,null ,1,Wrong Address,null,null,null,null,null,0,null,null
"""CNR2045587""",Completed,5.6,43.3,null,null,null,null,null,null,178,24.86,4.1,4.5
"""CNR3994659""",Incomplete,7.8,24.0,null,null,null,null,1,Other Issue,2416,10.84,null,null
"""CNR2755691""",Completed,8.9,19.6,null,null,null,null,null,null,792,37.61,4.6,4.9
"""CNR1084400""",Completed,6.4,39.0,null,null,null,null,null,null,311,17.03,3.4,4.8
"""CNR7544320""",Completed,7.9,30.3,null,null,null,null,null,null,842,3.95,4.2,3.7
"""CNR3112647""",Completed,9.7,20.4,null,null,null,null,null,null,971,35.59,4.2,5.0
"""CNR3383841""",Completed,13.6,27.6,null,null,null,null,null,null,402,34.06,4.8,4.2
"""CNR9686173"" ",Completed, 3.4,31.0,null , null, null,,null,null,363,32.1,4.9,3.9
"""CNR3214028""",Completed,14.4,41.7,null,null,null,null,null,null,534,46.2,3.8,4.1
"""CNR9291313""",Completed,7.4,32.4,null,null,null,null,null,null,794,15.29,3.9,4.2
"""CNR4683391""",Completed ,14.4, 32.4,null,null ,null ,null ,-1,null ,NaN,-11.41,4.1 ,4.6
"""CNR6815780""",Completed,8.3,28.1,null,null,null,null,null,null,618,25.37,4.3,4.9
